Age,State_of_Origin,Gender,NIN_Linkage_Count,Login_Frequency,Geographic_Velocity,Device_Reputation_Score,Sector_Conflict_Flag,Failed_Auth_Attempts,Access_Hour,BVN_Status,NHIA_Status,JAMB_Status,FRSC_Status,Voter_ID_Status,Age_Consistency_Score,Name_Mismatch_Flag,Sector_Access_Frequency,Anomaly_Flag
39,20,1,1,5,15.5287,0.7462,0,2,11,1,0,0,0,0,0.9401,0,5,0
19,14,1,3,3,28.8206,0.7099,0,1,18,1,1,0,0,1,0.9922,0,13,0
73,0,1,1,4,36.5016,0.8352,0,2,20,1,0,0,0,0,0.8812,0,2,0
54,16,1,4,5,22.073,0.5584,0,1,7,1,1,0,1,1,0.9587,0,8,0
64,30,0,2,1,74.8224,0.7567,0,1,10,0,1,0,0,1,0.8026,0,8,0
66,36,1,1,5,19.6336,0.8094,0,0,12,0,0,0,0,1,0.8039,0,11,0
21,32,0,4,4,17.7383,0.7781,0,0,13,1,0,1,1,1,0.972,0,7,0
45,19,1,3,5,70.5296,0.7796,0,2,14,0,1,0,1,1,0.9388,0,1,0
40,3,1,2,5,51.617,0.8387,0,2,14,1,0,0,0,1,0.8923,0,8,0
45,1,1,4,3,22.8664,0.8767,0,0,9,1,1,0,1,1,0.9994,0,12,0
34,28,0,3,3,69.0827,0.8415,0,2,10,1,1,0,0,1,0.8133,0,13,0
31,30,1,3,4,58.8002,0.5739,0,2,7,1,0,0,1,1,0.9072,0,15,0
50,26,0,3,1,39.7431,0.6661,0,2,20,1,0,0,1,1,0.8804,0,14,0
56,34,1,3,3,43.922,0.9849,0,0,11,1,0,0,1,1,0.7821,0,8,0
67,31,0,2,1,54.752,0.7152,0,2,20,1,0,0,0,1,0.8211,0,1,0
66,9,0,3,3,63.6714,0.6247,0,2,15,1,1,0,0,1,0.8914,0,3,0
60,13,0,4,3,43.1185,0.5946,0,0,12,1,1,0,1,1,0.9108,0,10,0
22,28,0,3,1,24.8262,0.9931,0,1,9,1,0,1,1,0,0.808,0,2,0
48,18,0,5,5,16.8373,0.7144,0,2,16,1,1,1,1,1,0.8938,0,1,0
63,8,1,2,1,15.071,0.65,0,2,21,1,0,0,0,1,0.9636,0,6,0
22,34,0,4,3,29.6417,0.6312,0,1,21,1,1,1,1,0,0.984,0,6,0
39,6,0,5,2,73.3332,0.7717,0,2,18,1,1,1,1,1,0.9896,0,5,0
72,25,0,4,4,30.8447,0.9657,0,0,20,1,0,1,1,1,0.903,0,11,0
43,28,1,1,4,40.9273,0.5939,0,1,21,1,0,0,0,0,0.7711,0,14,0
44,6,0,3,2,49.0877,0.8505,0,1,15,1,0,0,1,1,0.9952,0,13,0
28,2,0,4,5,0.8679,0.6685,0,2,9,1,1,1,0,1,0.9661,0,10,0
47,6,0,3,2,41.2914,0.8464,0,2,16,1,1,0,1,0,0.8819,0,6,0
35,36,0,4,2,29.0349,0.7263,0,1,6,0,1,1,1,1,0.9117,0,13,0
38,15,1,5,3,10.9818,0.904,0,2,10,1,1,1,1,1,0.7581,0,15,0
55,5,0,2,2,40.4433,0.7539,0,0,18,0,1,0,1,0,0.9454,0,12,0
67,35,0,4,4,55.2685,0.5784,0,0,13,1,1,0,1,1,0.8228,0,1,0
70,10,0,2,5,20.1468,0.6376,0,0,16,1,0,0,0,1,0.9025,0,9,0
32,18,0,4,1,32.4145,0.8785,0,1,16,1,1,1,0,1,0.8378,0,7,0
64,11,1,1,4,4.6294,0.7351,0,1,9,0,0,0,1,0,0.9049,0,14,0
21,5,1,4,3,66.9083,0.5921,0,2,13,1,1,0,1,1,0.8456,0,1,0
30,19,1,4,5,21.2196,0.9628,0,1,9,1,1,1,0,1,0.9959,0,13,0
52,31,0,3,1,50.3601,0.7902,0,1,8,0,1,0,1,1,0.9671,0,4,0
47,4,1,2,1,6.7592,0.602,0,1,8,1,0,0,0,1,0.8023,0,13,0
32,24,0,4,1,46.3017,0.6767,0,0,22,1,0,1,1,1,0.8218,0,10,0
20,36,0,3,1,34.938,0.9971,0,0,20,1,0,0,1,1,0.8556,0,2,0
72,21,0,3,5,39.6405,0.6504,0,0,21,1,0,0,1,1,0.8794,0,8,0
27,23,1,5,2,31.9254,0.5953,0,2,7,1,1,1,1,1,0.9951,0,7,0
26,12,0,4,1,2.5117,0.9828,0,1,7,1,0,1,1,1,0.8022,0,2,0
75,12,1,5,2,37.4572,0.7599,0,1,22,1,1,1,1,1,0.7762,0,5,0
80,27,0,4,2,57.1718,0.7862,0,2,12,1,1,0,1,1,0.9037,0,7,0
57,6,1,3,1,0.4872,0.8721,0,2,20,1,0,0,1,1,0.7577,0,13,0
78,8,0,4,1,36.5011,0.9991,0,1,18,1,1,0,1,1,0.9201,0,3,0
50,33,0,3,4,20.037,0.5532,0,1,18,1,0,1,0,1,0.9476,0,2,0
64,0,0,3,5,13.2945,0.8268,0,2,13,1,0,0,1,1,0.8504,0,9,0
30,22,1,4,5,66.468,0.7593,0,2,8,1,1,1,0,1,0.9502,0,9,0
59,36,0,3,5,41.2162,0.6033,0,1,16,0,1,0,1,1,0.9081,0,10,0
80,5,0,1,3,17.2642,0.8817,0,0,19,0,0,0,0,1,0.765,0,6,0
18,20,0,3,2,35.7378,0.6174,0,2,22,1,0,1,0,1,0.7818,0,6,0
68,13,0,2,2,66.7436,0.8322,0,2,10,1,0,0,0,1,0.8474,0,3,0
36,27,1,4,3,62.7915,0.776,0,1,7,1,1,0,1,1,0.8487,0,13,0
73,7,0,4,4,14.5157,0.7389,0,1,14,1,1,0,1,1,0.8168,0,3,0
80,20,1,4,2,1.6793,0.646,0,0,22,1,1,1,0,1,0.9318,0,7,0
78,34,1,3,3,37.1532,0.9063,0,0,9,1,0,0,1,1,0.9522,0,5,0
73,33,0,3,1,6.7958,0.9715,0,1,17,1,1,0,1,0,0.814,0,4,0
67,30,1,3,2,45.3764,0.8191,0,0,19,1,0,0,1,1,0.8895,0,11,0
53,9,0,3,5,18.819,0.6637,0,0,11,1,0,0,1,1,0.9771,0,3,0
49,11,1,3,3,42.505,0.5845,0,0,17,1,0,0,1,1,0.9236,0,6,0
21,34,0,4,1,48.9875,0.7655,0,0,8,1,0,1,1,1,0.7823,0,15,0
71,6,1,3,1,79.2074,0.6691,0,2,8,0,1,0,1,1,0.8022,0,5,0
39,29,0,3,1,7.961,0.646,0,2,13,1,0,0,1,1,0.9513,0,13,0
66,27,0,3,3,35.3074,0.7685,0,2,16,1,1,0,0,1,0.8678,0,13,0
80,3,0,4,5,57.4619,0.7162,0,1,22,1,1,0,1,1,0.9112,0,4,0
78,24,1,3,2,32.2648,0.7709,0,2,15,1,0,0,1,1,0.8487,0,3,0
37,35,1,3,5,29.2168,0.7427,0,2,12,1,0,0,1,1,0.8034,0,7,0
53,29,0,4,2,1.6676,0.5717,0,2,8,1,1,1,0,1,0.8073,0,6,0
36,25,0,2,5,37.243,0.6979,0,2,15,1,0,0,1,0,0.9152,0,2,0
38,29,1,4,3,55.8077,0.9434,0,1,9,1,1,0,1,1,0.9768,0,12,0
52,26,1,3,2,77.5554,0.9874,0,0,11,1,0,1,0,1,0.9212,0,5,0
56,21,1,5,2,24.0756,0.9223,0,2,17,1,1,1,1,1,0.9232,0,2,0
35,6,0,4,1,45.7479,0.7073,0,0,13,1,1,0,1,1,0.7979,0,9,0
40,35,0,5,3,42.6387,0.8298,0,1,18,1,1,1,1,1,0.9164,0,12,0
41,15,1,2,3,24.7885,0.7013,0,2,6,0,1,0,0,1,0.866,0,5,0
49,3,0,3,4,64.9802,0.6612,0,2,16,1,1,0,1,0,0.9223,0,11,0
21,6,1,3,3,52.8277,0.6824,0,1,9,1,0,0,1,1,0.7736,0,5,0
62,23,0,4,3,31.5352,0.5898,0,2,17,1,1,0,1,1,0.7882,0,2,0
61,21,1,3,1,71.269,0.5762,0,0,11,1,0,0,1,1,0.9336,0,2,0
38,22,1,3,6,67.5228,0.049,0,7,16,1,1,0,0,1,0.4627,0,11,1
33,36,0,5,4,34.939,0.6695,0,1,19,1,1,1,1,1,0.8096,0,11,0
75,36,0,3,5,74.7212,0.8631,0,0,18,1,1,0,0,1,0.8939,0,3,0
43,27,0,3,5,40.6333,0.7705,0,2,17,1,1,0,0,1,0.8755,0,6,0
25,28,0,4,5,78.3322,0.6853,0,0,22,1,1,1,0,1,0.9041,0,10,0
27,10,1,4,4,64.0456,0.9568,0,1,20,1,0,1,1,1,0.7812,0,13,0
18,35,0,4,4,56.0017,0.9252,0,0,17,1,1,1,0,1,0.989,0,1,0
48,31,1,3,1,66.1788,0.7395,0,2,20,1,1,0,1,0,0.9154,0,10,0
31,21,1,2,1,31.8895,0.9998,0,1,9,1,0,1,0,0,0.9511,0,11,0
30,19,1,4,5,38.2902,0.7408,0,2,22,1,0,1,1,1,0.9934,0,14,0
23,0,0,3,4,71.3899,0.6343,0,1,14,1,0,0,1,1,0.8369,0,14,0
52,4,0,4,3,76.9905,0.9322,0,2,13,1,1,0,1,1,0.8024,0,3,0
55,21,1,3,4,42.2097,0.6045,0,0,14,0,1,0,1,1,0.9923,0,15,0
58,23,1,3,4,715.3051,0.2359,0,6,9,1,0,0,1,1,0.3598,0,20,1
74,18,0,4,2,12.1536,0.5794,0,0,10,1,0,1,1,1,0.9724,0,6,0
58,10,0,4,4,72.6107,0.6631,0,2,15,1,1,0,1,1,0.8435,0,13,0
52,1,1,1,3,74.2631,0.9416,0,0,19,0,0,0,1,0,0.79,0,2,0
66,3,0,4,1,8.2289,0.8194,0,1,17,1,1,0,1,1,0.8005,0,14,0
68,14,1,3,3,51.0549,0.6213,0,2,15,0,1,0,1,1,0.9895,0,1,0
24,19,0,5,1,72.7949,0.7309,0,2,12,1,1,1,1,1,0.8022,0,1,0
70,22,1,2,5,11.9108,0.9835,0,0,21,1,0,0,0,1,0.7701,0,10,0
19,20,1,4,1,57.577,0.8669,0,0,7,1,1,1,0,1,0.9835,0,5,0
36,16,1,4,5,31.4212,0.7946,0,1,21,1,0,1,1,1,0.8876,0,13,0
24,20,1,3,3,57.3533,0.9794,0,2,20,1,0,1,1,0,0.8569,0,12,0
55,22,1,3,4,17.5633,0.5587,0,0,18,0,1,0,1,1,0.8696,0,15,0
72,9,1,4,4,64.2542,0.9362,0,0,7,1,1,0,1,1,0.8473,0,13,0
35,35,1,5,1,47.52,0.7315,0,1,20,1,1,1,1,1,0.9497,0,11,0
62,19,0,3,1,62.5798,0.5502,0,2,10,1,1,0,0,1,0.9874,0,6,0
76,24,0,4,3,27.4939,0.9703,0,1,22,1,1,1,0,1,0.9743,0,12,0
37,11,0,3,3,46.0515,0.5759,0,1,12,1,0,1,0,1,0.9889,0,10,0
40,4,1,4,5,58.0068,0.9056,0,1,21,1,1,0,1,1,0.8446,0,4,0
28,2,0,3,1,48.5083,0.8648,0,2,20,1,1,0,0,1,0.8817,0,10,0
59,3,1,4,5,14.0624,0.7326,0,1,10,1,1,1,0,1,0.9236,0,2,0
74,25,0,3,3,75.1955,0.9426,0,2,13,1,0,0,1,1,0.8738,0,7,0
55,21,0,1,4,15.686,0.8797,0,1,20,0,1,0,0,0,0.8989,0,5,0
75,34,1,4,2,30.3455,0.6903,0,0,21,1,1,0,1,1,0.8617,0,3,0
19,7,1,3,3,54.961,0.589,0,0,18,1,0,1,1,0,0.906,0,4,0
68,8,1,2,1,12.7981,0.7312,0,2,18,1,0,0,1,0,0.7632,0,2,0
49,20,1,4,5,18.0136,0.877,0,1,19,1,1,0,1,1,0.9358,0,1,0
53,27,0,4,7,1229.8671,0.3327,0,15,0,1,1,0,1,1,0.1937,1,4,1
78,20,1,2,5,12.7377,0.5706,0,2,9,0,1,0,0,1,0.883,0,15,0
20,0,1,3,1,29.8573,0.6769,0,2,16,1,0,1,1,0,0.8398,0,10,0
73,9,1,4,5,27.6647,0.95,0,0,6,1,1,0,1,1,0.8289,0,7,0
42,4,0,3,3,39.4673,0.7597,0,2,16,0,1,0,1,1,0.7562,0,3,0
59,7,1,3,4,32.3104,0.8832,0,1,13,1,0,0,1,1,0.9067,0,9,0
32,27,0,4,2,67.1175,0.924,0,1,21,1,1,0,1,1,0.8371,0,1,0
39,9,0,3,2,25.3033,0.9306,0,2,11,1,0,0,1,1,0.9714,0,10,0
23,26,1,4,2,64.4877,0.811,0,0,15,1,1,1,0,1,0.7992,0,6,0
33,14,1,4,5,20.4688,0.8446,0,0,13,1,0,1,1,1,0.7915,0,12,0
27,0,1,5,1,57.4429,0.7362,0,0,7,1,1,1,1,1,0.8415,0,11,0
19,3,1,3,20,855.2352,0.7137,1,0,23,1,0,1,0,1,0.6817,0,4,1
72,32,1,3,4,54.0354,0.6145,0,0,17,1,0,0,1,1,0.8731,0,9,0
77,8,1,1,1,11.2165,0.743,0,1,17,0,1,0,0,0,0.8658,0,3,0
58,6,1,2,2,22.4264,0.9805,0,2,18,1,0,0,0,1,0.9803,0,9,0
65,28,1,5,1,48.0988,0.9209,0,0,9,1,1,1,1,1,0.9343,0,11,0
78,16,0,4,4,24.757,0.5807,0,1,16,1,1,0,1,1,0.79,0,3,0
67,4,1,2,1,10.6847,0.7321,0,0,10,1,0,1,0,0,0.8296,0,3,0
30,13,0,3,5,33.3795,0.8115,0,0,12,0,0,1,1,1,0.8506,0,15,0
35,35,0,4,4,22.8909,0.8327,0,1,16,1,0,1,1,1,0.9792,0,10,0
47,11,1,3,5,34.8964,0.8441,0,0,9,1,0,0,1,1,0.9966,0,9,0
45,30,1,3,5,1.2296,0.9112,0,0,13,0,1,0,1,1,0.9976,0,15,0
45,29,1,2,14,37.631,0.853,0,0,0,1,0,0,1,0,0.5918,0,45,1
62,14,1,4,5,9.3345,0.9143,0,2,22,1,1,0,1,1,0.9239,0,3,0
72,28,1,2,3,75.3159,0.6627,0,2,12,1,0,0,0,1,0.9352,0,2,0
45,30,1,4,3,22.5431,0.4964,1,3,20,1,1,1,0,1,0.1285,1,2,1
26,25,1,4,2,44.0034,0.8173,0,0,9,1,0,1,1,1,0.9894,0,12,0
47,0,1,2,20,27.9567,0.0673,0,20,0,0,0,0,1,1,0.4184,0,9,1
62,26,0,2,13,41.5979,0.1495,0,24,5,1,0,0,0,1,0.8386,0,5,1
57,11,1,3,5,4.617,0.5572,0,1,9,1,0,0,1,1,0.7981,0,11,0
51,14,1,4,15,10.0394,0.2725,0,17,19,1,1,0,1,1,0.5238,0,18,1
80,32,0,4,21,81.3465,0.7819,0,0,4,1,1,0,1,1,0.4978,0,52,1
19,24,0,3,2,77.2897,0.8128,0,1,9,1,0,1,0,1,0.8573,0,3,0
35,14,1,3,4,25.3694,0.9292,0,1,22,1,1,1,0,0,0.9323,0,1,0
58,27,0,5,4,27.3419,0.6278,0,2,11,1,1,1,1,1,0.9188,0,11,0
48,35,1,3,4,68.3608,0.6604,0,2,9,1,0,0,1,1,0.9077,0,1,0
28,1,0,2,2,45.2766,0.8859,0,1,16,0,0,0,1,1,0.9916,0,4,0
72,7,0,3,2,55.7008,0.8184,0,1,21,1,0,0,1,1,0.7975,0,14,0
72,27,1,2,7,1163.4704,0.102,0,12,7,1,0,0,1,0,0.4532,1,11,1
26,25,0,4,4,41.4055,0.9985,0,2,19,1,1,1,0,1,0.9213,0,11,0
35,5,0,5,3,24.6647,0.7634,0,0,18,1,1,1,1,1,0.8912,0,11,0
76,18,0,3,2,68.0588,0.8406,0,0,16,1,1,0,1,0,0.8832,0,6,0
39,11,0,2,5,19.3368,0.5821,0,2,6,1,1,0,0,0,0.7633,0,15,0
18,8,1,3,2,40.3227,0.6445,0,2,18,1,0,1,0,1,0.7791,0,11,0
64,4,0,2,4,23.7135,0.6198,0,2,12,1,0,0,0,1,0.9889,0,10,0
24,7,1,4,4,69.581,0.9239,0,1,15,1,1,1,0,1,0.9268,0,15,0
33,9,1,4,5,46.243,0.9794,0,0,15,1,1,1,0,1,0.9877,0,15,0
63,9,0,3,4,17.7079,0.675,0,2,11,1,0,0,1,1,0.9928,0,3,0
25,13,0,2,5,29.7368,0.8237,0,2,6,1,1,0,0,0,0.8281,0,8,0
52,27,0,3,4,45.4168,0.8386,0,1,18,1,0,0,1,1,0.7943,0,14,0
32,31,0,5,4,8.5285,0.7286,0,1,6,1,1,1,1,1,0.9706,0,1,0
43,17,0,4,2,56.894,0.9826,0,0,8,1,1,0,1,1,0.9081,0,7,0
50,14,1,1,4,39.9807,0.6917,0,0,22,0,0,0,0,1,0.843,0,11,0
54,32,0,2,5,57.1533,0.6822,0,2,6,1,0,0,0,1,0.85,0,8,0
76,6,1,4,1,63.9114,0.6291,0,0,7,1,1,1,1,0,0.802,0,3,0
79,34,1,4,2,23.041,0.9096,0,2,14,1,1,0,1,1,0.9973,0,14,0
67,20,0,3,5,70.8857,0.5939,0,1,16,1,0,0,1,1,0.8654,0,10,0
61,18,0,2,1,36.1265,0.7525,0,0,6,1,0,0,0,1,0.8234,0,1,0
40,32,0,3,1,8.5374,0.9046,0,1,20,1,1,1,0,0,0.853,0,7,0
72,23,1,3,1,72.0502,0.8732,0,0,7,1,0,0,1,1,0.9795,0,7,0
40,10,1,3,1,59.492,0.6849,0,0,11,0,1,0,1,1,0.9638,0,5,0
33,19,1,2,4,38.3589,0.5528,0,2,15,1,0,1,0,0,0.8916,0,11,0
73,28,1,4,4,79.3945,0.6614,0,0,8,1,1,0,1,1,0.8863,0,6,0
30,25,1,3,4,55.1615,0.7977,0,1,6,0,0,1,1,1,0.8284,0,5,0
20,11,0,4,4,6.309,0.7476,0,2,22,1,1,1,0,1,0.8984,0,13,0
42,25,0,3,4,73.7783,0.5938,0,2,12,1,0,0,1,1,0.9487,0,15,0
49,15,0,2,1,71.8755,0.707,0,0,12,1,1,0,0,0,0.9294,0,12,0
55,28,0,4,2,39.7845,0.9432,0,1,7,1,1,0,1,1,0.9687,0,11,0
38,31,0,3,2,76.1001,0.7841,0,1,18,1,1,0,0,1,0.7629,0,4,0
74,35,0,4,2,43.7574,0.8145,0,2,17,1,1,0,1,1,0.7551,0,13,0
79,19,1,3,5,46.3525,0.921,0,0,10,1,1,0,0,1,0.7926,0,1,0
52,1,1,4,1,32.8872,0.673,0,0,22,1,1,0,1,1,0.838,0,11,0
44,12,0,3,3,26.3974,0.7125,0,0,6,1,1,0,1,0,0.7993,0,10,0
42,18,0,3,2,23.2269,0.9311,0,0,15,1,1,0,0,1,0.904,0,5,0
63,26,0,2,2,35.1357,0.976,0,2,8,1,0,0,0,1,0.9412,0,13,0
53,10,0,4,3,56.0367,0.8102,0,2,6,1,1,1,1,0,0.9814,0,9,0
20,32,1,5,4,45.811,0.8106,0,0,17,1,1,1,1,1,0.968,0,10,0
67,33,1,3,3,51.1799,0.8787,0,0,11,1,1,0,1,0,0.8511,0,14,0
56,4,0,3,1,20.3474,0.7952,0,0,18,1,0,1,1,0,0.759,0,10,0
62,3,0,2,4,19.2644,0.5508,0,0,9,1,0,0,0,1,0.8618,0,11,0
78,30,1,1,5,35.1584,0.7296,0,2,13,1,0,0,0,0,0.9511,0,10,0
69,9,1,4,3,18.6815,0.729,0,0,12,1,1,0,1,1,0.8156,0,10,0
24,19,1,3,4,7.823,0.9976,0,1,15,1,1,1,0,0,0.775,0,3,0
54,23,0,3,5,12.5705,0.5508,0,1,19,1,1,1,0,0,0.9365,0,12,0
71,8,1,4,2,75.5212,0.6864,0,2,19,1,1,0,1,1,0.911,0,7,0
47,0,1,4,4,45.7289,0.8267,0,2,12,1,0,1,1,1,0.8699,0,15,0
19,0,0,3,1,18.062,0.7614,0,0,17,1,0,1,0,1,0.9159,0,11,0
78,34,0,4,4,3.9887,0.574,0,1,8,1,1,0,1,1,0.8678,0,11,0
26,31,0,4,1,2.3385,0.6301,0,2,13,1,0,1,1,1,0.8501,0,7,0
24,13,0,4,3,29.7298,0.7435,0,1,14,1,1,1,0,1,0.8022,0,7,0
46,32,1,4,2,58.1476,0.9137,0,1,14,1,1,1,0,1,0.9608,0,10,0
41,7,1,3,4,77.6475,0.8843,0,0,9,1,0,0,1,1,0.7987,0,14,0
40,30,0,3,5,30.4146,0.8506,0,1,6,1,0,0,1,1,0.8969,0,3,0
26,16,1,3,1,42.6418,0.6925,0,1,10,1,0,1,1,0,0.8063,0,11,0
79,0,1,4,4,20.9664,0.6961,0,0,20,1,0,1,1,1,0.8069,0,15,0
80,8,1,4,3,88.9114,0.8378,1,0,21,1,1,0,1,1,0.3682,1,24,1
74,14,0,2,4,5.273,0.9138,0,1,7,1,0,0,0,1,0.8687,0,10,0
62,5,1,2,3,42.6097,0.6717,0,1,19,1,0,0,1,0,0.8348,0,9,0
34,4,1,4,1,40.4924,0.7714,0,2,20,1,1,1,0,1,0.9336,0,3,0
41,36,0,3,2,48.9086,0.6424,0,2,16,0,1,0,1,1,0.9628,0,2,0
41,18,1,3,3,62.175,0.9423,0,0,10,1,0,0,1,1,0.9799,0,6,0
68,22,0,1,3,28.5929,0.7211,0,1,6,0,0,0,0,1,0.8781,0,14,0
41,22,1,3,3,16.8963,0.61,0,1,20,1,0,0,1,1,0.9327,0,15,0
18,11,0,2,2,47.4651,0.6673,0,1,20,1,0,1,0,0,0.8686,0,15,0
35,18,1,4,5,46.7343,0.5782,0,1,11,1,1,0,1,1,0.8718,0,12,0
41,29,1,3,1,62.1675,0.9779,0,2,20,1,1,0,0,1,0.8614,0,12,0
26,25,0,4,4,17.6788,0.7754,0,2,6,1,1,1,0,1,0.9349,0,2,0
77,14,1,2,14,2817.4312,0.4987,1,2,1,0,1,0,1,0,0.6994,0,5,1
74,6,1,3,5,55.8996,0.8614,0,0,9,1,1,0,1,0,0.8372,0,2,0
61,36,1,2,4,7.2669,0.1647,0,9,7,1,1,0,0,0,0.5333,0,25,1
42,28,0,3,2,7.1554,0.5747,0,0,19,1,1,0,0,1,0.9737,0,14,0
36,29,0,3,2,25.1595,0.7832,0,2,21,1,1,0,1,0,0.9128,0,9,0
65,23,1,3,4,8.6989,0.6208,0,2,10,1,1,0,1,0,0.8392,0,12,0
39,21,0,3,2,66.8015,0.7768,0,0,12,0,1,1,0,1,0.8312,0,2,0
48,1,1,4,2,54.9036,0.6837,0,1,16,1,1,0,1,1,0.9721,0,12,0
69,7,1,4,1,36.0368,0.5892,0,0,7,1,1,0,1,1,0.8759,0,2,0
34,6,1,4,5,53.2953,0.7922,0,0,10,1,1,1,0,1,0.8226,0,7,0
31,20,0,3,1,18.7655,0.8863,0,1,21,1,0,1,1,0,0.8764,0,8,0
41,2,1,4,2,21.1969,0.7877,0,0,15,1,1,0,1,1,0.8816,0,1,0
28,9,1,4,3,46.1552,0.925,0,0,17,1,1,1,1,0,0.9434,0,1,0
68,35,1,3,2,7.1275,0.6571,0,2,21,1,1,0,0,1,0.9023,0,7,0
31,4,0,2,1,23.2781,0.9918,0,0,8,1,0,0,0,1,0.9737,0,10,0
23,13,0,4,5,50.7617,0.8198,0,0,21,1,1,1,1,0,0.797,0,9,0
46,23,0,3,5,2.4491,0.9172,0,0,21,1,1,0,0,1,0.858,0,3,0
40,15,1,4,3,39.0725,0.9035,0,1,7,1,1,0,1,1,0.8762,0,5,0
49,35,0,3,3,67.2092,0.5514,0,2,17,1,0,0,1,1,0.7889,0,8,0
18,11,0,4,5,72.8531,0.8734,0,0,21,1,1,1,0,1,0.927,0,14,0
43,9,1,5,1,39.6981,0.8954,0,0,14,1,1,1,1,1,0.9588,0,2,0
45,28,1,2,4,59.3939,0.7317,0,0,9,1,0,0,1,0,0.891,0,12,0
27,27,1,3,4,45.4452,0.7351,0,1,11,1,0,1,0,1,0.9495,0,15,0
47,31,0,4,4,59.1617,0.9999,0,1,12,1,1,0,1,1,0.8274,0,12,0
43,1,1,3,7,1929.7118,0.5119,1,0,10,1,0,0,1,1,0.7608,0,17,1
41,20,1,3,5,3.9998,0.9843,0,1,17,1,1,0,0,1,0.8423,0,2,0
47,24,0,4,3,59.2452,0.5534,1,2,19,1,1,0,1,1,0.1412,1,4,1
80,29,1,3,3,78.5866,0.7105,0,0,16,1,1,0,0,1,0.7833,0,9,0
52,15,0,1,2,30.4551,0.8915,0,1,16,0,0,0,0,1,0.8119,0,1,0
44,27,1,3,2,7.117,0.8633,0,2,13,1,1,0,0,1,0.8105,0,1,0
61,32,1,3,18,87.8058,0.2072,0,17,0,1,1,0,0,1,0.5516,0,19,1
50,31,0,3,5,75.9383,0.9183,0,1,7,1,1,0,1,0,0.7561,0,13,0
73,6,1,3,3,4.8929,0.8529,0,1,9,1,0,0,1,1,0.8387,0,5,0
29,18,1,5,4,18.3737,0.878,0,1,19,1,1,1,1,1,0.7704,0,3,0
37,24,0,1,4,3.4755,0.8847,0,1,6,0,0,0,1,0,0.9053,0,6,0
59,14,0,4,1,30.6852,0.7772,0,0,15,1,1,0,1,1,0.885,0,15,0
80,9,0,5,1,28.4031,0.832,0,1,14,1,1,1,1,1,0.8825,0,13,0
60,18,0,4,5,48.9435,0.5583,0,0,15,1,1,0,1,1,0.933,0,2,0
71,30,1,3,4,35.1471,0.6555,0,1,16,1,1,0,0,1,0.8744,0,2,0
45,28,0,3,4,7.4903,0.6357,0,1,15,1,1,0,1,0,0.9936,0,1,0
35,2,1,4,2,16.0843,0.5771,0,1,22,1,1,1,0,1,0.8556,0,5,0
35,20,1,3,3,2.5572,0.8141,0,1,15,0,1,1,0,1,0.933,0,13,0
74,16,1,4,3,0.7276,0.9485,0,1,17,1,1,0,1,1,0.9749,0,13,0
73,31,1,4,3,17.279,0.8189,0,1,9,1,1,0,1,1,0.9603,0,4,0
78,11,0,1,4,51.6747,0.792,0,2,17,1,0,0,0,0,0.9646,0,11,0
44,17,0,2,2,17.2046,0.9781,0,0,11,1,1,0,0,0,0.8674,0,6,0
33,31,1,4,2,51.3794,0.8379,0,1,10,1,1,0,1,1,0.7848,0,9,0
52,31,0,2,5,24.6013,0.8186,0,2,19,1,0,0,0,1,0.8857,0,12,0
50,9,1,3,5,75.4238,0.8169,0,0,20,1,1,0,1,0,0.8521,0,6,0
19,14,1,3,1,14.8616,0.8025,0,1,15,1,1,1,0,0,0.982,0,15,0
63,34,0,4,2,45.3822,0.9145,0,0,7,1,1,0,1,1,0.9848,0,13,0
30,2,0,4,1,49.1641,0.9586,0,0,13,1,1,0,1,1,0.8976,0,8,0
42,18,1,2,4,46.4981,0.6311,0,0,20,1,0,0,0,1,0.8212,0,13,0
55,27,0,3,5,33.3928,0.709,0,1,9,1,0,1,0,1,0.9392,0,8,0
64,17,0,5,1,34.8054,0.7322,0,2,14,1,1,1,1,1,0.8032,0,4,0
19,22,1,1,3,27.8788,0.6565,0,2,16,0,0,0,0,0,0.7908,0,6,0
20,7,1,3,4,29.356,0.6811,0,1,16,1,0,1,0,1,0.8346,0,8,0
39,25,1,5,4,34.3722,0.9327,0,2,17,1,1,1,1,1,0.8763,0,11,0
33,14,0,3,2,71.7775,0.8784,0,0,20,1,0,1,1,0,0.9703,0,11,0
57,22,1,4,4,38.0885,0.5569,0,1,6,1,1,0,1,1,0.869,0,13,0
44,34,1,4,3,74.7512,0.8867,0,0,16,1,1,1,0,1,0.919,0,10,0
55,27,0,4,1,23.53,0.5928,0,2,18,1,1,0,1,1,0.9119,0,9,0
57,35,0,4,4,9.4879,0.8842,0,0,17,1,1,0,1,1,0.9583,0,15,0
70,14,0,3,3,75.0265,0.757,0,2,17,1,0,0,1,1,0.7888,0,15,0
29,32,0,5,1,65.9176,0.6501,0,1,18,1,1,1,1,1,0.9707,0,11,0
70,9,0,2,3,23.4585,0.6662,0,0,19,1,0,0,1,0,0.7784,0,10,0
75,33,0,2,4,32.7694,0.5593,0,2,10,1,0,0,0,1,0.8301,0,3,0
77,8,0,4,4,58.1968,0.7636,0,1,9,1,0,1,1,1,0.9174,0,4,0
75,13,0,4,2,17.2547,0.6259,0,1,18,1,1,0,1,1,0.9211,0,13,0
